sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
The consumer group generated $4.47 billion of profit and $20 billion of revenue from January to June, 53% of Citigroup's profit and revenue.	It generated $4.47 billion of profit and $20 billion of revenue in the year's first half, 53 percent of Citigroup's totals.	[2, 6, 7, 0, 0, 0, 0]	[2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 6, 6, 2, 6, 6, 6, 2, 2, 2, 6]	[2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 6, 6, 2, 6, 6, 6, 2, 6]	"['The', 'consumer', 'group', 'generated', '$', '4.47', 'billion', 'of', 'profit', 'and', '$', '20', 'billion', 'of', 'revenue', 'from', 'January', 'to', 'June', ',', '53', '%', 'of', 'Citigroup', ""'s"", 'profit', 'and', 'revenue', '.']"	"['It', 'generated', '$', '4.47', 'billion', 'of', 'profit', 'and', '$', '20', 'billion', 'of', 'revenue', 'in', 'the', 'year', ""'s"", 'first', 'half', ',', '53', 'percent', 'of', 'Citigroup', ""'s"", 'totals', '.\n']"	3bd12455f96843998b6398f5f00403e4
Remaining shares will be held by QVC's management.	Members of the QVC management team hold the remaining shares.	[1, 2, 3, 4, 6, 7, 0]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 7]	[7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 0]	"['Remaining', 'shares', 'will', 'be', 'held', 'by', 'QVC', ""'s"", 'management', '.']"	['Members', 'of', 'the', 'QVC', 'management', 'team', 'hold', 'the', 'remaining', 'shares', '.\n']	940c2ae451774ffb9011e402f45dcb00
Nearly 300 mutinous troops who seized a Manila shopping and apartment complex demanding the government resign gave up and retreated peacefully after some 19 hours.	Mutinous troops who seized a Manila shopping and apartment complex demanding the government resign ended a 19-hour standoff late Sunday and returned to barracks without a shot fired.	[2, 5, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 5, 5, 5, 5, 5, 5, 7]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 7, 7, 7, 0, 2, 2, 2, 2, 2, 2, 2, 0]	['Nearly', '300', 'mutinous', 'troops', 'who', 'seized', 'a', 'Manila', 'shopping', 'and', 'apartment', 'complex', 'demanding', 'the', 'government', 'resign', 'gave', 'up', 'and', 'retreated', 'peacefully', 'after', 'some', '19', 'hours', '.']	['Mutinous', 'troops', 'who', 'seized', 'a', 'Manila', 'shopping', 'and', 'apartment', 'complex', 'demanding', 'the', 'government', 'resign', 'ended', 'a', '19-hour', 'standoff', 'late', 'Sunday', 'and', 'returned', 'to', 'barracks', 'without', 'a', 'shot', 'fired', '.\n']	9827210b6c0044c98c638e479f0858a6
"Five foreign embassies, including the Singapore embassy in Bangkok, were among those targeted,"" the Singapore statement said."	Five foreign embassies in Bangkok, including the Singapore embassy, were among those targeted.	[5, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 7, 0, 7, 7, 7, 7, 6]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6]	"['Five', 'foreign', 'embassies', ',', 'including', 'the', 'Singapore', 'embassy', 'in', 'Bangkok', ',', 'were', 'among', 'those', 'targeted', ',', ""''"", 'the', 'Singapore', 'statement', 'said', '.']"	['Five', 'foreign', 'embassies', 'in', 'Bangkok', ',', 'including', 'the', 'Singapore', 'embassy', ',', 'were', 'among', 'those', 'targeted', '.\n']	848f4d68ae0e4ad1a70b97ddf96038e2
Excluding food and energy costs, the core CPI was up 0.1 percent last month, compared to a rise of 0.2 percent in July.	Excluding food and energy costs, the core CPI is seen rising 0.2 percent, matching the July figure.	[1, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 1, 0, 0, 0, 0, 0, 6]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 1, 0, 0, 6, 6, 6, 6, 6, 7]	['Excluding', 'food', 'and', 'energy', 'costs', ',', 'the', 'core', 'CPI', 'was', 'up', '0.1', 'percent', 'last', 'month', ',', 'compared', 'to', 'a', 'rise', 'of', '0.2', 'percent', 'in', 'July', '.']	['Excluding', 'food', 'and', 'energy', 'costs', ',', 'the', 'core', 'CPI', 'is', 'seen', 'rising', '0.2', 'percent', ',', 'matching', 'the', 'July', 'figure', '.\n']	454df1e6909d479399321446f962cd68
They also are reshaping the retail business relationship elsewhere, as companies take away ideas and practices that change how they do business in their own firms and with others.	They also are reshaping the retail-business relationship, as companies take away concepts and practices that change how they do business internally and with others.	[2, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7]	['They', 'also', 'are', 'reshaping', 'the', 'retail', 'business', 'relationship', 'elsewhere', ',', 'as', 'companies', 'take', 'away', 'ideas', 'and', 'practices', 'that', 'change', 'how', 'they', 'do', 'business', 'in', 'their', 'own', 'firms', 'and', 'with', 'others', '.']	['They', 'also', 'are', 'reshaping', 'the', 'retail-business', 'relationship', ',', 'as', 'companies', 'take', 'away', 'concepts', 'and', 'practices', 'that', 'change', 'how', 'they', 'do', 'business', 'internally', 'and', 'with', 'others', '.\n']	c9dad72c123a4dcd92f4455638e5af80
"The government began on September 1 to add the word ""Taiwan"" in English to the cover of new passport, a decision slammed by Beijing."	The government recently added the word 'Taiwan' in English to the cover of its new passports, a move slammed by Beijing.	[2, 3, 5, 6, 7, 0, 0]	[7, 7, 7, 7, 7, 7, 0, 0, 7, 7, 0, 7, 0, 7, 7, 7, 7, 7, 7, 3, 3, 7, 7, 2, 7, 7, 7, 7]	[7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 3, 3, 7, 7, 2, 7, 7, 7, 7]	"['The', 'government', 'began', 'on', 'September', '1', 'to', 'add', 'the', 'word', '``', 'Taiwan', ""''"", 'in', 'English', 'to', 'the', 'cover', 'of', 'new', 'passport', ',', 'a', 'decision', 'slammed', 'by', 'Beijing', '.']"	"['The', 'government', 'recently', 'added', 'the', 'word', ""'Taiwan"", ""'"", 'in', 'English', 'to', 'the', 'cover', 'of', 'its', 'new', 'passports', ',', 'a', 'move', 'slammed', 'by', 'Beijing', '.\n']"	5ef24bc4dc2f47a698d22bb9439078b9
"""But they did not, as of the time of this particular tragic event, provide the security we had requested,"" Mr Jordan said."	"""They did not ... provide the security that we had requested,"" Jordan said in a CBS interview."	[2, 5, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7]	"['``', 'But', 'they', 'did', 'not', ',', 'as', 'of', 'the', 'time', 'of', 'this', 'particular', 'tragic', 'event', ',', 'provide', 'the', 'security', 'we', 'had', 'requested', ',', ""''"", 'Mr', 'Jordan', 'said', '.']"	"['``', 'They', 'did', 'not', '...', 'provide', 'the', 'security', 'that', 'we', 'had', 'requested', ',', ""''"", 'Jordan', 'said', 'in', 'a', 'CBS', 'interview', '.\n']"	144dfe428cf2431597a3c28a09c95e8b
In a major setback to consumers, a federal judge granted the government's request Thursday to shut down a company that helps customers buy cheaper prescription drugs from Canada.	A federal judge Thursday granted a request by the Food and Drug Administration to shut down Rx Depot, a popular Internet company that sells cheaper prescription drugs from Canada.	[2, 3, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 3, 3, 3, 3, 7, 0, 0, 0, 2, 2, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 3, 3, 3, 3, 3, 3, 3, 3, 7, 7, 7, 2, 2, 2, 2, 2, 2, 2, 0, 3, 7, 7, 7, 7, 7, 7]	"['In', 'a', 'major', 'setback', 'to', 'consumers', ',', 'a', 'federal', 'judge', 'granted', 'the', 'government', ""'s"", 'request', 'Thursday', 'to', 'shut', 'down', 'a', 'company', 'that', 'helps', 'customers', 'buy', 'cheaper', 'prescription', 'drugs', 'from', 'Canada', '.']"	['A', 'federal', 'judge', 'Thursday', 'granted', 'a', 'request', 'by', 'the', 'Food', 'and', 'Drug', 'Administration', 'to', 'shut', 'down', 'Rx', 'Depot', ',', 'a', 'popular', 'Internet', 'company', 'that', 'sells', 'cheaper', 'prescription', 'drugs', 'from', 'Canada', '.\n']	8be581c633244de09c1deebae834f0ff
Common side effects include nasal congestion, runny nose, sore throat and cough, the FDA said.	The most common side effects after getting the nasal spray were nasal congestion, runny nose, sore throat and cough.	[1, 2, 6, 7, 0, 0, 0]	[7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 7]	[7, 7, 6, 6, 6, 7, 7, 7, 7, 7, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['Common', 'side', 'effects', 'include', 'nasal', 'congestion', ',', 'runny', 'nose', ',', 'sore', 'throat', 'and', 'cough', ',', 'the', 'FDA', 'said', '.']	['The', 'most', 'common', 'side', 'effects', 'after', 'getting', 'the', 'nasal', 'spray', 'were', 'nasal', 'congestion', ',', 'runny', 'nose', ',', 'sore', 'throat', 'and', 'cough', '.\n']	6a10e77678b94414bc62d266b1a2c567
Tehran has said it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted.	Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted.	[1, 2, 6, 0, 0, 0, 0]	[6, 0, 2, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 1, 6, 2, 6, 6, 6, 6, 6, 6]	[6, 0, 2, 2, 6, 6, 6, 6, 6, 2, 2, 2, 2, 2, 6, 6, 6, 6, 0, 1, 6, 2, 6, 6, 6, 6, 6, 6]	['Tehran', 'has', 'said', 'it', 'will', 'only', 'sign', 'the', 'protocol', 'if', 'a', 'ban', 'on', 'imports', 'of', 'peaceful', 'Western', 'nuclear', 'technology', 'is', 'lifted', '.']	['Tehran', 'has', 'made', 'clear', 'it', 'will', 'only', 'sign', 'the', 'Additional', 'Protocol', 'introducing', 'such', 'inspections', 'if', 'a', 'ban', 'on', 'the', 'import', 'of', 'civilian', 'Western', 'nuclear', 'technology', 'is', 'lifted', '.\n']	4fcb42bf150f41b88c3b87d184643e93
ONA explicitly stated that it did not receive intelligence material indicating that Jemaah Islamiyah terrorist network was planning to mount an operation in Bali.	"""But at no stage did ONA receive intelligence material indicating that Jemaah Islamiyah was planning to mount an operation in Bali."""	[2, 4, 5, 6, 7, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[0, 7, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0]	['ONA', 'explicitly', 'stated', 'that', 'it', 'did', 'not', 'receive', 'intelligence', 'material', 'indicating', 'that', 'Jemaah', 'Islamiyah', 'terrorist', 'network', 'was', 'planning', 'to', 'mount', 'an', 'operation', 'in', 'Bali', '.']	"['``', 'But', 'at', 'no', 'stage', 'did', 'ONA', 'receive', 'intelligence', 'material', 'indicating', 'that', 'Jemaah', 'Islamiyah', 'was', 'planning', 'to', 'mount', 'an', 'operation', 'in', 'Bali', '.', ""''\n""]"	9517029ca13a4fe78e612236da8eb73c
Also in the majority were Chief Justice William H. Rehnquist and Justices John Paul Stevens, Sandra Day O'Connor, Ruth Bader Ginsburg and Stephen G. Breyer.	Chief Justice William H. Rehnquist and Justices John Paul Stevens, Sandra Day OConnor, Ruth Bader Ginsburg and Stephen Breyer agreed with Souter.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 2, 6, 6, 6, 6, 6, 2, 2, 2, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 2, 6, 6, 6, 6, 6, 2, 2, 7, 7, 7, 6]	"['Also', 'in', 'the', 'majority', 'were', 'Chief', 'Justice', 'William', 'H.', 'Rehnquist', 'and', 'Justices', 'John', 'Paul', 'Stevens', ',', 'Sandra', 'Day', ""O'Connor"", ',', 'Ruth', 'Bader', 'Ginsburg', 'and', 'Stephen', 'G.', 'Breyer', '.']"	['Chief', 'Justice', 'William', 'H.', 'Rehnquist', 'and', 'Justices', 'John', 'Paul', 'Stevens', ',', 'Sandra', 'Day', 'OConnor', ',', 'Ruth', 'Bader', 'Ginsburg', 'and', 'Stephen', 'Breyer', 'agreed', 'with', 'Souter', '.\n']	3894ff6efd824352a473df1858d45e7d
The DVD-CCA then appealed to the state Supreme Court.	The DVD CCA appealed that decision to the U.S. Supreme Court.	[2, 6, 7, 0, 0, 0, 0]	[7, 2, 7, 7, 7, 7, 2, 7, 7, 7]	[7, 2, 2, 7, 7, 7, 7, 7, 2, 7, 7, 7]	['The', 'DVD-CCA', 'then', 'appealed', 'to', 'the', 'state', 'Supreme', 'Court', '.']	['The', 'DVD', 'CCA', 'appealed', 'that', 'decision', 'to', 'the', 'U.S.', 'Supreme', 'Court', '.\n']	caa60b82bf5e4c66afefab9098f26896
The woman was exposed to the SARS virus while in the hospital but was not a health care worker, said Dr. Colin D’Cunha, Ontario’s commissioner of public health.	The woman was exposed to the SARS virus while in the hospital but was not a health-care worker, said Dr Colin D'Cunha, Ontario's commissioner of public health.	[2, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['The', 'woman', 'was', 'exposed', 'to', 'the', 'SARS', 'virus', 'while', 'in', 'the', 'hospital', 'but', 'was', 'not', 'a', 'health', 'care', 'worker', ',', 'said', 'Dr.', 'Colin', 'D’Cunha', ',', 'Ontario’s', 'commissioner', 'of', 'public', 'health', '.']	"['The', 'woman', 'was', 'exposed', 'to', 'the', 'SARS', 'virus', 'while', 'in', 'the', 'hospital', 'but', 'was', 'not', 'a', 'health-care', 'worker', ',', 'said', 'Dr', 'Colin', ""D'Cunha"", ',', 'Ontario', ""'s"", 'commissioner', 'of', 'public', 'health', '.\n']"	2ba919c0ae44445f9a9394ca44f1b8a5
Most of that - $51 billion - was for American troops in Iraq, while another $10 billion was for U.S. forces in Afghanistan.	Most of that – $US51 billion – was for American troops in Iraq, while another $US10 billion was for US forces in Afghanistan.	[2, 5, 6, 0, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	['Most', 'of', 'that', '-', '$', '51', 'billion', '-', 'was', 'for', 'American', 'troops', 'in', 'Iraq', ',', 'while', 'another', '$', '10', 'billion', 'was', 'for', 'U.S.', 'forces', 'in', 'Afghanistan', '.']	['Most', 'of', 'that', '–', '$', 'US51', 'billion', '–', 'was', 'for', 'American', 'troops', 'in', 'Iraq', ',', 'while', 'another', '$', 'US10', 'billion', 'was', 'for', 'US', 'forces', 'in', 'Afghanistan', '.\n']	bfaaf8700a544468927ba5a3f22fd545
The Dow Jones Industrial Average was up 0.3 per cent at 9,886.75, while the Nasdaq Composite index was 0.4 per cent higher at 1,986.97.	On Wall Street, the Dow Jones Industrial Average rose 0.5 per cent at 9,905.8 and the Nasdaq Composite added 0.7 per cent at 1,995.1.	[2, 4, 6, 7, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 7, 6, 7]	[7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 6, 4, 4, 4, 4, 4, 6, 4, 4, 6, 0, 6]	['The', 'Dow', 'Jones', 'Industrial', 'Average', 'was', 'up', '0.3', 'per', 'cent', 'at', '9,886.75', ',', 'while', 'the', 'Nasdaq', 'Composite', 'index', 'was', '0.4', 'per', 'cent', 'higher', 'at', '1,986.97', '.']	['On', 'Wall', 'Street', ',', 'the', 'Dow', 'Jones', 'Industrial', 'Average', 'rose', '0.5', 'per', 'cent', 'at', '9,905.8', 'and', 'the', 'Nasdaq', 'Composite', 'added', '0.7', 'per', 'cent', 'at', '1,995.1', '.\n']	60661b0ca25a4931933c2caf70acc6ae
World Airways Inc. and North American Airlines Inc. also have filed applications seeking authority to provide service to Iraq.	Cargo carriers World Airways Inc. and North American Airlines Inc. have also applied for permission to fly to Baghdad, Mosley said.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 2, 2, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 2, 2, 0, 0, 0, 0, 7, 7, 7, 7]	['World', 'Airways', 'Inc.', 'and', 'North', 'American', 'Airlines', 'Inc.', 'also', 'have', 'filed', 'applications', 'seeking', 'authority', 'to', 'provide', 'service', 'to', 'Iraq', '.']	['Cargo', 'carriers', 'World', 'Airways', 'Inc.', 'and', 'North', 'American', 'Airlines', 'Inc.', 'have', 'also', 'applied', 'for', 'permission', 'to', 'fly', 'to', 'Baghdad', ',', 'Mosley', 'said', '.\n']	babc6b6189cd48baa7661ea4c51dc7a6
Samuel Waksal, ImClone's former CEO, recently began serving a prison sentence of more than seven years for securities fraud.	Waksal, who pleaded guilty to securities fraud charges, recently began serving a prison sentence of more than seven years.	[2, 3, 6, 7, 0, 0, 0]	[2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7]	[2, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['Samuel', 'Waksal', ',', 'ImClone', ""'s"", 'former', 'CEO', ',', 'recently', 'began', 'serving', 'a', 'prison', 'sentence', 'of', 'more', 'than', 'seven', 'years', 'for', 'securities', 'fraud', '.']"	['Waksal', ',', 'who', 'pleaded', 'guilty', 'to', 'securities', 'fraud', 'charges', ',', 'recently', 'began', 'serving', 'a', 'prison', 'sentence', 'of', 'more', 'than', 'seven', 'years', '.\n']	181da335061c41ac8f90ec7e0f028b7f
The group will be headed by State Department official John S. Wolf, who has served in Australia, Vietnam, Greece and Pakistan.	The group will be headed by John S. Wolf, an assistant secretary of state who has served in Australia, Vietnam, Greece and Pakistan.	[2, 3, 6, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['The', 'group', 'will', 'be', 'headed', 'by', 'State', 'Department', 'official', 'John', 'S.', 'Wolf', ',', 'who', 'has', 'served', 'in', 'Australia', ',', 'Vietnam', ',', 'Greece', 'and', 'Pakistan', '.']	['The', 'group', 'will', 'be', 'headed', 'by', 'John', 'S.', 'Wolf', ',', 'an', 'assistant', 'secretary', 'of', 'state', 'who', 'has', 'served', 'in', 'Australia', ',', 'Vietnam', ',', 'Greece', 'and', 'Pakistan', '.\n']	195a0a48f0364115bae9f4db36d51f61
Prosecutors said the investment was a breach of duty and resulted in the pension fund immediately losing $1 million.	The indictment says the investment was a breach of fiduciary duties and resulted in the state pension fund immediately losing $1 million.	[1, 2, 6, 7, 0, 0, 0]	[2, 1, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[2, 2, 1, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Prosecutors', 'said', 'the', 'investment', 'was', 'a', 'breach', 'of', 'duty', 'and', 'resulted', 'in', 'the', 'pension', 'fund', 'immediately', 'losing', '$', '1', 'million', '.']	['The', 'indictment', 'says', 'the', 'investment', 'was', 'a', 'breach', 'of', 'fiduciary', 'duties', 'and', 'resulted', 'in', 'the', 'state', 'pension', 'fund', 'immediately', 'losing', '$', '1', 'million', '.\n']	23f67628cf7448528dc42b0c36fbeca9
"They are tired of paying the high cost of CDs and DVDs and prefer more flexible forms of on-demand media delivery."""	Consumers, tired of paying high prices for CDs and DVDs, are looking for flexible forms of on-demand media delivery.	[2, 3, 4, 5, 6, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"['They', 'are', 'tired', 'of', 'paying', 'the', 'high', 'cost', 'of', 'CDs', 'and', 'DVDs', 'and', 'prefer', 'more', 'flexible', 'forms', 'of', 'on-demand', 'media', 'delivery', '.', ""''""]"	['Consumers', ',', 'tired', 'of', 'paying', 'high', 'prices', 'for', 'CDs', 'and', 'DVDs', ',', 'are', 'looking', 'for', 'flexible', 'forms', 'of', 'on-demand', 'media', 'delivery', '.\n']	2e04808841954bd691d3354a81453654
Medicaid is the federal and state government health insurance program for the poor.	Medicaid, which receives federal and state funding, is the government health-insurance program for the poor.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 0, 0, 0, 7, 2, 2, 7, 7, 7, 7, 7]	[0, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 2, 0, 0, 0, 0, 0]	['Medicaid', 'is', 'the', 'federal', 'and', 'state', 'government', 'health', 'insurance', 'program', 'for', 'the', 'poor', '.']	['Medicaid', ',', 'which', 'receives', 'federal', 'and', 'state', 'funding', ',', 'is', 'the', 'government', 'health-insurance', 'program', 'for', 'the', 'poor', '.\n']	b4aba3b036284314bf2859a406cf00f5
Under the agreement, LendingTree shareholders would receive 0.6199 of a USAi share for each share in LendingTree.	Under the proposed stock for stock transaction, LendingTree shareholders will get 0.6199 shares of USAI common stock for each share of LendingTree common stock.	[1, 2, 3, 6, 7, 0, 0]	[7, 2, 2, 7, 7, 7, 1, 1, 7, 3, 3, 3, 3, 7, 7, 7, 2, 7, 7]	[0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 1, 1, 0, 3, 3, 3, 3, 3, 0, 0, 0, 2, 0, 7, 7, 0]	['Under', 'the', 'agreement', ',', 'LendingTree', 'shareholders', 'would', 'receive', '0.6199', 'of', 'a', 'USAi', 'share', 'for', 'each', 'share', 'in', 'LendingTree', '.']	['Under', 'the', 'proposed', 'stock', 'for', 'stock', 'transaction', ',', 'LendingTree', 'shareholders', 'will', 'get', '0.6199', 'shares', 'of', 'USAI', 'common', 'stock', 'for', 'each', 'share', 'of', 'LendingTree', 'common', 'stock', '.\n']	14c6f2f026bf4d3e831ff3624cd7bfda
The latest quarter's profit was a penny above of the average estimate as compiled by Thomson First Call.	The earnings beat by a penny the consensus estimate of analysts surveyed by Thomson First Call.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 2, 2, 7, 7, 2, 2, 7, 2, 7, 7, 2, 7, 7, 7, 7, 7]	[7, 2, 2, 2, 7, 7, 7, 2, 7, 7, 7, 2, 7, 7, 7, 7, 7]	"['The', 'latest', 'quarter', ""'s"", 'profit', 'was', 'a', 'penny', 'above', 'of', 'the', 'average', 'estimate', 'as', 'compiled', 'by', 'Thomson', 'First', 'Call', '.']"	['The', 'earnings', 'beat', 'by', 'a', 'penny', 'the', 'consensus', 'estimate', 'of', 'analysts', 'surveyed', 'by', 'Thomson', 'First', 'Call', '.\n']	ebd7145d59244ce599c4fd6b3bce31c6
Sen. Patrick Leahy of Vermont, the committee's senior Democrat, later said the problem is serious but called Hatch's suggestion too drastic.	Sen. Patrick Leahy, the committee's senior Democrat, later said the problem is serious but called Hatch's idea too drastic a remedy to be considered.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7]	"['Sen.', 'Patrick', 'Leahy', 'of', 'Vermont', ',', 'the', 'committee', ""'s"", 'senior', 'Democrat', ',', 'later', 'said', 'the', 'problem', 'is', 'serious', 'but', 'called', 'Hatch', ""'s"", 'suggestion', 'too', 'drastic', '.']"	"['Sen.', 'Patrick', 'Leahy', ',', 'the', 'committee', ""'s"", 'senior', 'Democrat', ',', 'later', 'said', 'the', 'problem', 'is', 'serious', 'but', 'called', 'Hatch', ""'s"", 'idea', 'too', 'drastic', 'a', 'remedy', 'to', 'be', 'considered', '.\n']"	7930395696334b97ae0ea02c90fcf7b6
